job_url,title,company,description,niveau_etudes,niveau_experience,contrat,region,competences,publication_date,via,titre_homogene,secteur,niveau_qualification
https://www.emploi.ma/offre-emploi-maroc/developpeur-senior-reactnextjs-casablanca-8775210,Développeur Senior React/Next.js - Casablanca,VISION BUSINESS CONSULTING,Nous recherchons un Développeur Senior React/Next.js pour rejoindre un projet Modeling/Digital qui démarre ASAP .,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,MYSQL - POSTGRESQL - REACT,2025-02-25,emplois_ma_data_ai_ml_debug.json,Développeur Frontend,Informatique,3
https://www.emploi.ma/offre-emploi-maroc/senior-data-engineers-hf-casablanca-rabat-8802045,Senior Data Engineers H/F - Casablanca / Rabat,AFRICAWORK MAROC,"Nous recrutons pour notre client des Ingénieurs de Données Seniors capable de diriger une équipe et de contribuer activement à la conception et à l'implémentation de solutions techniques dans un environnement data-driven. Responsabilités : Diriger une équipe de développeurs dans la mise en œuvre de solutions techniques. Fournir et exécuter des conceptions techniques pour les composants de la plateforme de données. Établir des normes, des modèles et des pratiques exemplaires pour les équipes. Superviser et diriger la livraison de fonctionnalités ou d'épopées complètes. Encadrer et accompagner les membres plus juniors de l'équipe. Communiquer efficacement avec les parties prenantes externes et internes....",Bac+5 et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,APP - AZURE - C# - DOCKER - ETL - MICROSOFT - PYTHON - SQL - VAULT,2025-03-21,emplois_ma_data_ai_ml_debug.json,Ingénieur de Données,Data,4
https://www.emploi.ma/offre-emploi-maroc/expert-soc-casablanca-8808863,Expert SOC - Casablanca,AFRICAWORK,"Nous recrutons pour notre client, opérant dans le secteur bancaire , un Expert SOC (Security Operations Center) H/F basé à Casablanca. L'Expert SOC sera responsable de la surveillance, de la détection et de la gestion des incidents de sécurité au sein du SOC. Il analysera les menaces et incidents, coordonnera les réponses aux incidents de sécurité et assurera la protection des systèmes d'information de la banque. Missions : Surveillance de la sécurité : Assurer la surveillance en temps réel des événements de sécurité et analyser les alertes générées par les outils de détection (SIEM, IDS/IPS, etc.). Analyse des incidents : Identifier, analyser et répondre aux incidents de sécurité en collaboration avec les...",Bac+5 et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,IDS,2025-03-26,emplois_ma_data_ai_ml_debug.json,Expert Sécurité,Informatique,3
https://www.emploi.ma/offre-emploi-maroc/consultant-freelance-data-engineer-casablanca-8789946,Consultant Freelance - Data Engineer - Casablanca,VISION BUSINESS CONSULTING,"Nous recherchons un Data Engineer expérimenté en freelance pour intégrer et optimiser l'infrastructure de données de notre client final dans le cadre d'un vaste programme de transformation Data. Le consultant travaillera en étroite collaboration avec nos équipes IT et data pour concevoir et mettre en œuvre des solutions efficaces sur Azure Cloud, en soutenant notamment l'amélioration de nos capacités en Business Intelligence. Responsabilités : Concevoir et construire des pipelines de données robustes sur Microsoft Azure. Intégrer, consolider et nettoyer des données provenant de diverses sources. Assurer la performance et la sécurité des bases de données Azure. Collaborer avec les data scientists et BI...",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,AZURE - BI - JAVA - MICROSOFT - PYTHON - SCALA - SQL,2025-03-12,emplois_ma_data_ai_ml_debug.json,Data Engineer,Data,4
https://www.emploi.ma/offre-emploi-maroc/consultant-freelance-data-scientist-casablanca-8789949,Consultant Freelance - Data Scientist - Casablanca,VISION BUSINESS CONSULTING,"Nous recherchons un Data Scientist freelance pour développer des modèles prédictifs et prescriptifs qui amélioreront la prise de décisions stratégiques de notre client. Le rôle implique une forte interaction avec les données industrielles et leur interprétation à travers des outils de Business Intelligence tels que Power BI, le tout dans un environnement Azure Cloud. Responsabilités : Concevoir et implémenter des modèles statistiques et d'apprentissage machine. Analyser de grands volumes de données industrielles pour en extraire des insights pertinents. Travailler en collaboration avec les équipes de data engineers pour préparer les données pour l'analyse. Présenter des résultats complexes à des non-...",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,AZURE - BI - PYTHON - SQL,2025-03-12,emplois_ma_data_ai_ml_debug.json,Data Scientist,Informatique,4
https://www.emploi.ma/offre-emploi-maroc/analyste-big-data-casablanca-8784933,Analyste Big Data - Casablanca,CALLIOPE,"Nous recherchons un(e) Analyste Big Data  passionné(e) par l’analyse de données massives pour rejoindre notre équipe. En tant qu'analyste, vous serez en charge de l’analyse et de la gestion de nos stocks tout en utilisant des outils et des méthodes de Big Data pour optimiser les processus logistiques. Vos missions : Analyser les stocks en suivant, évaluant et prévoyant l’évolution des stocks en temps réel à l’aide d’outils d’analyse et de gestion. Optimiser la gestion des stocks en proposant des solutions d'optimisation des niveaux de stock en fonction des données analysées. Exploiter les technologies de Big Data pour effectuer des analyses avancées des stocks,...",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,Casablanca-Mohammedia,BIG DATA - Gestion des Stocks - Stocks - Transport,2025-03-06,emplois_ma_data_ai_ml_debug.json,Analyste Big Data,Logistique,3
https://www.emploi.ma/offre-emploi-maroc/developpeur-senior-java-casablanca-8775207,Développeur Senior Java - Casablanca,VISION BUSINESS CONSULTING,Nous recrutons 2 Développeurs Senior Java pour travailler sur le stream Digital Twin d’un projet Modeling/Digital en démarrage ASAP .,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,JAVA - UNITY,2025-02-25,emplois_ma_data_ai_ml_debug.json,Développeur Java,Informatique,3
https://www.emploi.ma/offre-emploi-maroc/analyste-gestion-stocks-big-data-casablanca-8782845,Analyste en Gestion des Stocks et Big Data - Casablanca,CALLIOPE,"Nous recherchons un(e) Analyste de stock passionné(e) par l’analyse de données massives pour rejoindre notre équipe. En tant qu'analyste, vous serez en charge de l’analyse et de la gestion de nos stocks tout en utilisant des outils et des méthodes de Big Data pour optimiser les processus logistiques. Vos missions : Analyser les stocks en suivant, évaluant et prévoyant l’évolution des stocks en temps réel à l’aide d’outils d’analyse et de gestion. Optimiser la gestion des stocks en proposant des solutions d'optimisation des niveaux de stock en fonction des données analysées. Exploiter les technologies de Big Data pour effectuer des analyses avancées des stocks, identifier et...",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,Casablanca-Mohammedia,BIG DATA - Gestion des Stocks - Stocks - Transport,2025-03-04,emplois_ma_data_ai_ml_debug.json,Analyste Big Data,Data,2
https://www.emploi.ma/offre-emploi-maroc/developpeur-senior-devops-architecte-technique-secteur-bancaire-casablanca,Développeur Senior DevOps / Architecte Technique (Secteur Bancaire) - Casablanca,VISION BUSINESS CONSULTING,"Nous recherchons pour un client en secteur bancaire un Développeur Senior DevOps / Architecte Technique  pour concevoir et optimiser une chaîne DevOps dans un environnement complexe impliquant plusieurs équipes. Missions principales : Élaboration du design technique des solutions. Conception et optimisation d’une chaîne DevOps adaptée à un environnement multi-équipes. Expertise en Java, J2EE, React, Spring/SpringBoot, SQL, MySQL, Mongo, API, Microservices, BPMN (idéalement Camunda), Kafka, Keycloak . Gestion des workflows de développement et du versionning via GitLab . Développement avec CI/CD pipelines . Encadrement et coordination des équipes techniques.",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,API - GITLAB - J2EE - JAVA - MYSQL - REACT - SPRING - SQL,2025-03-13,emplois_ma_data_ai_ml_debug.json,Développeur DevOps,Informatique,4
https://www.emploi.ma/offre-emploi-maroc/technical-lead-java-jee-freelance-client-bancaire-casablanca-8769110,Technical Lead JAVA JEE (Freelance - Client Bancaire) - Casablanca,VISION BUSINESS CONSULTING,"Dans le cadre d’un programme de transformation du SI Paiement, nous recherchons un Technical Lead pour piloter l’implémentation du Hub de paiement. Il/elle sera responsable du cadrage et du développement d’une partie ou de la totalité de l’architecture technique des nouvelles solutions ou composants techniques du SI Paiement de la banque, tout en encadrant les équipes de développement. Missions principales : Coordination avec les équipes techniques pour le développement des produits en respectant l’architecture technique. Expertise en Java/J2EE et React (Redux, MaterialUI) avec une bonne maîtrise de Spring/SpringBoot . Gestion des problématiques Front-end et Back-end . Expertise en...",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,API - DOCKER - GIT - GITLAB - HUB - J2EE - JAVA - JENKINS - MONGODB - NOSQL - REACT - SPRING - SQL,2025-02-20,emplois_ma_data_ai_ml_debug.json,Lead Développeur Java,Informatique,4
